[['citrus fruit'], 814]
[['butter', 'chicken', 'whipped/sour cream'], 15]
[['butter', 'chicken', 'domestic eggs'], 16]
[['butter', 'chicken', 'frozen vegetables'], 11]
[['butter', 'sugar', 'whipped/sour cream'], 12]
[['butter', 'fruit/vegetable juice', 'newspapers'], 12]
[['butter', 'fruit/vegetable juice', 'pastry'], 14]
[['butter', 'fruit/vegetable juice', 'root vegetables'], 20]
[['butter', 'fruit/vegetable juice', 'sausage'], 20]
[['butter', 'fruit/vegetable juice', 'brown bread'], 14]
[['butter', 'fruit/vegetable juice', 'napkins'], 11]
[['butter', 'fruit/vegetable juice', 'whipped/sour cream'], 21]
[['butter', 'fruit/vegetable juice', 'domestic eggs'], 14]
[['butter', 'fruit/vegetable juice', 'frozen vegetables'], 14]
[['butter', 'fruit/vegetable juice', 'frozen meals'], 11]
[['butter', 'newspapers', 'root vegetables'], 14]
[['butter', 'pastry', 'sausage'], 19]
[['butter', 'pastry', 'brown bread'], 14]
[['butter', 'pastry', 'shopping bags'], 13]
[['butter', 'pastry', 'hamburger meat'], 11]
[['butter', 'pastry', 'hygiene articles'], 12]
[['butter', 'pastry', 'pork'], 12]
[['butter', 'pastry', 'whipped/sour cream'], 18]
[['butter', 'pastry', 'dessert'], 11]
[['butter', 'pastry', 'domestic eggs'], 12]
[['butter', 'root vegetables', 'salty snack'], 11]
[['butter', 'root vegetables', 'waffles'], 11]
[['butter', 'root vegetables', 'sausage'], 22]
[['butter', 'root vegetables', 'brown bread'], 11]
[['butter', 'root vegetables', 'hamburger meat'], 11]
[['butter', 'root vegetables', 'hygiene articles'], 17]
[['butter', 'root vegetables', 'napkins'], 20]
[['butter', 'root vegetables', 'pork'], 18]
[['butter', 'root vegetables', 'berries'], 15]
[['butter', 'root vegetables', 'whipped/sour cream'], 34]
[['butter', 'root vegetables', 'domestic eggs'], 32]
[['butter', 'root vegetables', 'hard cheese'], 15]
[['butter', 'root vegetables', 'baking powder'], 11]
[['butter', 'root vegetables', 'oil'], 18]
[['butter', 'root vegetables', 'frozen vegetables'], 17]
[['butter', 'root vegetables', 'onions'], 20]
[['butter', 'root vegetables', 'herbs'], 13]
[['butter', 'root vegetables', 'sliced cheese'], 14]
[['butter', 'salty snack', 'whipped/sour cream'], 12]
[['butter', 'waffles', 'whipped/sour cream'], 11]
[['butter', 'sausage', 'brown bread'], 19]
[['butter', 'sausage', 'pork'], 11]
[['butter', 'sausage', 'berries'], 11]
[['butter', 'sausage', 'whipped/sour cream'], 25]
[['butter', 'sausage', 'domestic eggs'], 20]
[['butter', 'brown bread', 'pork'], 11]
[['butter', 'hamburger meat', 'whipped/sour cream'], 15]
[['butter', 'hygiene articles', 'napkins'], 11]
[['butter', 'hygiene articles', 'pork'], 12]
[['butter', 'hygiene articles', 'whipped/sour cream'], 11]
[['butter', 'hygiene articles', 'domestic eggs'], 11]
[['butter', 'napkins', 'whipped/sour cream'], 17]
[['butter', 'napkins', 'frozen vegetables'], 12]
[['butter', 'pork', 'whipped/sour cream'], 16]
[['butter', 'pork', 'frozen vegetables'], 12]
[['butter', 'berries', 'whipped/sour cream'], 12]
[['butter', 'whipped/sour cream', 'domestic eggs'], 19]
[['butter', 'whipped/sour cream', 'hard cheese'], 20]
[['butter', 'whipped/sour cream', 'oil'], 11]
[['butter', 'whipped/sour cream', 'frozen vegetables'], 15]
[['butter', 'whipped/sour cream', 'sliced cheese'], 13]
[['butter', 'domestic eggs', 'hard cheese'], 14]
[['butter', 'domestic eggs', 'ham'], 11]
[['butter', 'domestic eggs', 'onions'], 13]
[['rice', 'fruit/vegetable juice', 'root vegetables'], 11]
[['rolls/buns', 'UHT-milk', 'bottled water'], 13]
[['rolls/buns', 'UHT-milk', 'soda'], 12]
[['rolls/buns', 'UHT-milk', 'domestic eggs'], 15]
[['rolls/buns', 'bottled beer', 'bottled water'], 29]
[['rolls/buns', 'bottled beer', 'chocolate'], 13]
[['rolls/buns', 'bottled beer', 'beef'], 15]
[['rolls/buns', 'bottled beer', 'frankfurter'], 18]
[['rolls/buns', 'bottled beer', 'soda'], 29]
[['rolls/buns', 'bottled beer', 'fruit/vegetable juice'], 14]
[['rolls/buns', 'bottled beer', 'newspapers'], 12]
[['rolls/buns', 'bottled beer', 'root vegetables'], 24]
[['rolls/buns', 'bottled beer', 'sausage'], 20]
[['rolls/buns', 'bottled beer', 'brown bread'], 12]
[['rolls/buns', 'bottled beer', 'napkins'], 15]
[['rolls/buns', 'bottled beer', 'pork'], 13]
[['rolls/buns', 'bottled beer', 'whipped/sour cream'], 12]
[['rolls/buns', 'bottled beer', 'domestic eggs'], 12]
[['rolls/buns', 'bottled beer', 'frozen vegetables'], 13]
[['rolls/buns', 'white bread', 'chocolate'], 11]
[['rolls/buns', 'white bread', 'frankfurter'], 11]
[['rolls/buns', 'white bread', 'soda'], 17]
[['rolls/buns', 'white bread', 'fruit/vegetable juice'], 11]
[['rolls/buns', 'white bread', 'pastry'], 12]
[['rolls/buns', 'white bread', 'processed cheese'], 13]
[['rolls/buns', 'white bread', 'root vegetables'], 17]
[['rolls/buns', 'white bread', 'sausage'], 11]
[['rolls/buns', 'white bread', 'brown bread'], 13]
[['rolls/buns', 'white bread', 'shopping bags'], 11]
[['rolls/buns', 'white bread', 'domestic eggs'], 11]
[['rolls/buns', 'bottled water', 'chocolate'], 20]
[['rolls/buns', 'bottled water', 'curd'], 15]
[['rolls/buns', 'bottled water', 'beef'], 16]
[['rolls/buns', 'bottled water', 'frankfurter'], 30]
[['rolls/buns', 'bottled water', 'soda'], 67]
[['rolls/buns', 'bottled water', 'chicken'], 18]
[['rolls/buns', 'bottled water', 'sugar'], 12]
[['rolls/buns', 'bottled water', 'fruit/vegetable juice'], 33]
[['rolls/buns', 'bottled water', 'newspapers'], 38]
[['rolls/buns', 'bottled water', 'butter milk'], 15]
[['rolls/buns', 'bottled water', 'pastry'], 30]
[['rolls/buns', 'bottled water', 'root vegetables'], 41]
[['rolls/buns', 'bottled water', 'waffles'], 13]
[['rolls/buns', 'bottled water', 'candy'], 11]
[['rolls/buns', 'bottled water', 'canned beer'], 19]
[['rolls/buns', 'bottled water', 'sausage'], 39]
[['rolls/buns', 'bottled water', 'brown bread'], 21]
[['rolls/buns', 'bottled water', 'shopping bags'], 30]
[['rolls/buns', 'bottled water', 'hygiene articles'], 14]
[['rolls/buns', 'bottled water', 'napkins'], 18]
[['rolls/buns', 'bottled water', 'pork'], 19]
[['rolls/buns', 'bottled water', 'whipped/sour cream'], 22]
[['rolls/buns', 'bottled water', 'dessert'], 12]
[['rolls/buns', 'bottled water', 'domestic eggs'], 31]
[['rolls/buns', 'bottled water', 'oil'], 12]
[['rolls/buns', 'bottled water', 'red/blush wine'], 13]
[['rolls/buns', 'bottled water', 'onions'], 15]
[['rolls/buns', 'bottled water', 'sliced cheese'], 11]
[['rolls/buns', 'bottled water', 'meat'], 12]
[['rolls/buns', 'chocolate', 'beef'], 14]
[['rolls/buns', 'chocolate', 'frankfurter'], 14]
[['rolls/buns', 'chocolate', 'soda'], 40]
[['rolls/buns', 'chocolate', 'fruit/vegetable juice'], 20]
[['rolls/buns', 'chocolate', 'newspapers'], 23]
[['rolls/buns', 'chocolate', 'pastry'], 24]
[['rolls/buns', 'chocolate', 'root vegetables'], 13]
[['rolls/buns', 'chocolate', 'waffles'], 20]
[['rolls/buns', 'chocolate', 'candy'], 19]
[['rolls/buns', 'chocolate', 'sausage'], 23]
[['rolls/buns', 'chocolate', 'shopping bags'], 21]
[['rolls/buns', 'chocolate', 'napkins'], 17]
[['rolls/buns', 'chocolate', 'pork'], 15]
[['rolls/buns', 'chocolate', 'whipped/sour cream'], 14]
[['rolls/buns', 'chocolate', 'dessert'], 11]
[['rolls/buns', 'chocolate', 'domestic eggs'], 13]
[['rolls/buns', 'chocolate', 'ham'], 12]
[['rolls/buns', 'curd', 'beef'], 14]
[['rolls/buns', 'curd', 'soda'], 16]
[['rolls/buns', 'curd', 'newspapers'], 12]
[['rolls/buns', 'curd', 'pastry'], 20]
[['rolls/buns', 'curd', 'root vegetables'], 20]
[['rolls/buns', 'curd', 'sausage'], 16]
[['rolls/buns', 'curd', 'whipped/sour cream'], 24]
[['rolls/buns', 'curd', 'dessert'], 11]
[['rolls/buns', 'curd', 'domestic eggs'], 13]
[['rolls/buns', 'flour', 'root vegetables'], 12]
[['rolls/buns', 'dishes', 'napkins'], 11]
[['rolls/buns', 'beef', 'frankfurter'], 18]
[['rolls/buns', 'beef', 'soda'], 21]
[['rolls/buns', 'beef', 'fruit/vegetable juice'], 15]
[['rolls/buns', 'beef', 'newspapers'], 20]
[['rolls/buns', 'beef', 'pastry'], 22]
[['rolls/buns', 'beef', 'root vegetables'], 49]
[['rolls/buns', 'beef', 'waffles'], 11]
[['rolls/buns', 'beef', 'sausage'], 19]
[['rolls/buns', 'beef', 'brown bread'], 13]
[['rolls/buns', 'beef', 'shopping bags'], 13]
[['rolls/buns', 'beef', 'hamburger meat'], 17]
[['rolls/buns', 'beef', 'hygiene articles'], 12]
[['rolls/buns', 'beef', 'napkins'], 13]
[['rolls/buns', 'beef', 'pork'], 22]
[['rolls/buns', 'beef', 'berries'], 15]
[['rolls/buns', 'beef', 'whipped/sour cream'], 17]
[['rolls/buns', 'beef', 'domestic eggs'], 18]
[['rolls/buns', 'beef', 'cat food'], 12]
[['rolls/buns', 'beef', 'oil'], 12]
[['rolls/buns', 'beef', 'frozen vegetables'], 14]
[['rolls/buns', 'beef', 'onions'], 11]
[['rolls/buns', 'frankfurter', 'soda'], 38]
[['rolls/buns', 'frankfurter', 'sugar'], 12]
[['rolls/buns', 'frankfurter', 'fruit/vegetable juice'], 15]
[['rolls/buns', 'frankfurter', 'newspapers'], 20]
[['rolls/buns', 'frankfurter', 'pastry'], 28]
[['rolls/buns', 'frankfurter', 'root vegetables'], 34]
[['rolls/buns', 'frankfurter', 'canned beer'], 11]
[['rolls/buns', 'frankfurter', 'sausage'], 38]
[['rolls/buns', 'frankfurter', 'brown bread'], 14]
[['rolls/buns', 'frankfurter', 'shopping bags'], 31]
[['rolls/buns', 'frankfurter', 'napkins'], 14]
[['rolls/buns', 'frankfurter', 'pork'], 16]
[['rolls/buns', 'frankfurter', 'whipped/sour cream'], 21]
[['rolls/buns', 'frankfurter', 'domestic eggs'], 20]
[['rolls/buns', 'frankfurter', 'frozen vegetables'], 11]
[['rolls/buns', 'frankfurter', 'onions'], 11]
[['rolls/buns', 'frankfurter', 'soft cheese'], 12]
[['rolls/buns', 'frankfurter', 'mustard'], 13]
[['rolls/buns', 'soda', 'chicken'], 22]
[['rolls/buns', 'soda', 'sugar'], 17]
[['rolls/buns', 'soda', 'fruit/vegetable juice'], 39]
[['rolls/buns', 'soda', 'newspapers'], 40]
[['rolls/buns', 'soda', 'specialty bar'], 21]
[['rolls/buns', 'soda', 'butter milk'], 12]
[['rolls/buns', 'soda', 'pastry'], 53]
[['rolls/buns', 'soda', 'processed cheese'], 11]
[['rolls/buns', 'soda', 'root vegetables'], 48]
[['rolls/buns', 'soda', 'salty snack'], 14]
[['rolls/buns', 'soda', 'waffles'], 27]
[['rolls/buns', 'soda', 'candy'], 30]
[['rolls/buns', 'soda', 'canned beer'], 30]
[['rolls/buns', 'soda', 'sausage'], 95]
[['rolls/buns', 'soda', 'brown bread'], 29]
[['rolls/buns', 'soda', 'shopping bags'], 62]
[['rolls/buns', 'soda', 'beverages'], 11]
[['rolls/buns', 'soda', 'hamburger meat'], 13]
[['rolls/buns', 'soda', 'napkins'], 29]
[['rolls/buns', 'soda', 'pork'], 23]
[['rolls/buns', 'soda', 'berries'], 19]
[['rolls/buns', 'soda', 'whipped/sour cream'], 31]
[['rolls/buns', 'soda', 'grapes'], 15]
[['rolls/buns', 'soda', 'dessert'], 20]
[['rolls/buns', 'soda', 'domestic eggs'], 34]
[['rolls/buns', 'soda', 'spread cheese'], 13]
[['rolls/buns', 'soda', 'misc. beverages'], 18]
[['rolls/buns', 'soda', 'ham'], 14]
[['rolls/buns', 'soda', 'pickled vegetables'], 11]
[['rolls/buns', 'soda', 'chewing gum'], 13]
[['rolls/buns', 'soda', 'ice cream'], 12]
[['rolls/buns', 'soda', 'frozen vegetables'], 18]
[['rolls/buns', 'soda', 'red/blush wine'], 12]
[['rolls/buns', 'soda', 'specialty chocolate'], 16]
[['rolls/buns', 'soda', 'onions'], 13]
[['rolls/buns', 'soda', 'white wine'], 13]
[['rolls/buns', 'soda', 'sliced cheese'], 23]
[['rolls/buns', 'soda', 'cake bar'], 13]
[['rolls/buns', 'soda', 'meat'], 23]
[['rolls/buns', 'chicken', 'fruit/vegetable juice'], 11]
[['rolls/buns', 'chicken', 'newspapers'], 12]
[['rolls/buns', 'chicken', 'pastry'], 15]
[['rolls/buns', 'chicken', 'root vegetables'], 25]
[['rolls/buns', 'chicken', 'sausage'], 16]
[['rolls/buns', 'chicken', 'shopping bags'], 12]
[['rolls/buns', 'chicken', 'hamburger meat'], 11]
[['rolls/buns', 'chicken', 'pork'], 18]
[['rolls/buns', 'chicken', 'whipped/sour cream'], 21]
[['rolls/buns', 'chicken', 'domestic eggs'], 20]
[['rolls/buns', 'chicken', 'frozen vegetables'], 15]
[['rolls/buns', 'sugar', 'root vegetables'], 16]
[['rolls/buns', 'sugar', 'sausage'], 13]
[['rolls/buns', 'sugar', 'pork'], 12]
[['rolls/buns', 'sugar', 'whipped/sour cream'], 14]
[['rolls/buns', 'fruit/vegetable juice', 'newspapers'], 20]
[['rolls/buns', 'fruit/vegetable juice', 'butter milk'], 17]
[['rolls/buns', 'fruit/vegetable juice', 'pastry'], 24]
[['rolls/buns', 'fruit/vegetable juice', 'root vegetables'], 25]
[['rolls/buns', 'fruit/vegetable juice', 'candy'], 11]
[['rolls/buns', 'fruit/vegetable juice', 'canned beer'], 12]
[['rolls/buns', 'fruit/vegetable juice', 'sausage'], 26]
[['rolls/buns', 'fruit/vegetable juice', 'brown bread'], 17]
[['rolls/buns', 'fruit/vegetable juice', 'shopping bags'], 16]
[['rolls/buns', 'fruit/vegetable juice', 'napkins'], 11]
[['rolls/buns', 'fruit/vegetable juice', 'dessert'], 11]
[['rolls/buns', 'fruit/vegetable juice', 'domestic eggs'], 21]
[['rolls/buns', 'fruit/vegetable juice', 'sliced cheese'], 12]
[['rolls/buns', 'newspapers', 'butter milk'], 12]
[['rolls/buns', 'newspapers', 'pastry'], 29]
[['rolls/buns', 'newspapers', 'root vegetables'], 31]
[['rolls/buns', 'newspapers', 'waffles'], 17]
[['rolls/buns', 'newspapers', 'sausage'], 30]
[['rolls/buns', 'newspapers', 'brown bread'], 18]
[['rolls/buns', 'newspapers', 'shopping bags'], 15]
[['rolls/buns', 'newspapers', 'napkins'], 20]
[['rolls/buns', 'newspapers', 'pork'], 17]
[['rolls/buns', 'newspapers', 'whipped/sour cream'], 19]
[['rolls/buns', 'newspapers', 'domestic eggs'], 11]
[['rolls/buns', 'newspapers', 'spread cheese'], 12]
[['rolls/buns', 'newspapers', 'frozen vegetables'], 15]
[['rolls/buns', 'newspapers', 'meat'], 11]
[['rolls/buns', 'specialty bar', 'pastry'], 11]
[['rolls/buns', 'specialty bar', 'sausage'], 13]
[['rolls/buns', 'butter milk', 'root vegetables'], 13]
[['rolls/buns', 'butter milk', 'sausage'], 15]
[['rolls/buns', 'butter milk', 'shopping bags'], 11]
[['rolls/buns', 'butter milk', 'whipped/sour cream'], 14]
[['rolls/buns', 'pastry', 'processed cheese'], 11]
[['rolls/buns', 'pastry', 'root vegetables'], 37]
[['rolls/buns', 'pastry', 'waffles'], 18]
[['rolls/buns', 'pastry', 'candy'], 11]
[['rolls/buns', 'pastry', 'canned beer'], 11]
[['rolls/buns', 'pastry', 'sausage'], 38]
[['rolls/buns', 'pastry', 'brown bread'], 20]
[['rolls/buns', 'pastry', 'shopping bags'], 25]
[['rolls/buns', 'pastry', 'hamburger meat'], 12]
[['rolls/buns', 'pastry', 'hygiene articles'], 11]
[['rolls/buns', 'pastry', 'napkins'], 21]
[['rolls/buns', 'pastry', 'pork'], 23]
[['rolls/buns', 'pastry', 'berries'], 12]
[['rolls/buns', 'pastry', 'whipped/sour cream'], 24]
[['rolls/buns', 'pastry', 'grapes'], 14]
[['rolls/buns', 'pastry', 'domestic eggs'], 29]
[['rolls/buns', 'pastry', 'ham'], 13]
[['rolls/buns', 'pastry', 'sliced cheese'], 15]
[['rolls/buns', 'processed cheese', 'sausage'], 12]
[['rolls/buns', 'root vegetables', 'waffles'], 19]
[['rolls/buns', 'root vegetables', 'candy'], 12]
[['rolls/buns', 'root vegetables', 'canned beer'], 16]
[['rolls/buns', 'root vegetables', 'sausage'], 49]
[['rolls/buns', 'root vegetables', 'brown bread'], 21]
[['rolls/buns', 'root vegetables', 'shopping bags'], 21]
[['rolls/buns', 'root vegetables', 'hamburger meat'], 22]
[['rolls/buns', 'root vegetables', 'hygiene articles'], 12]
[['rolls/buns', 'root vegetables', 'napkins'], 29]
[['rolls/buns', 'root vegetables', 'pork'], 28]
[['rolls/buns', 'root vegetables', 'berries'], 17]
[['rolls/buns', 'root vegetables', 'whipped/sour cream'], 43]
[['rolls/buns', 'root vegetables', 'grapes'], 13]
[['rolls/buns', 'root vegetables', 'dessert'], 11]
[['rolls/buns', 'root vegetables', 'domestic eggs'], 26]
[['rolls/buns', 'root vegetables', 'hard cheese'], 13]
[['rolls/buns', 'root vegetables', 'cat food'], 12]
[['rolls/buns', 'root vegetables', 'ham'], 13]
[['rolls/buns', 'root vegetables', 'baking powder'], 12]
[['rolls/buns', 'root vegetables', 'oil'], 19]
[['rolls/buns', 'root vegetables', 'frozen vegetables'], 29]
[['rolls/buns', 'root vegetables', 'onions'], 25]
[['rolls/buns', 'root vegetables', 'herbs'], 18]
[['rolls/buns', 'root vegetables', 'sliced cheese'], 13]
[['rolls/buns', 'root vegetables', 'meat'], 11]
[['rolls/buns', 'root vegetables', 'mustard'], 13]
[['rolls/buns', 'waffles', 'candy'], 11]
[['rolls/buns', 'waffles', 'sausage'], 11]
[['rolls/buns', 'waffles', 'shopping bags'], 13]
[['rolls/buns', 'waffles', 'pork'], 11]
[['rolls/buns', 'waffles', 'whipped/sour cream'], 21]
[['rolls/buns', 'candy', 'sausage'], 14]
[['rolls/buns', 'candy', 'shopping bags'], 11]
[['rolls/buns', 'canned beer', 'sausage'], 27]
[['rolls/buns', 'canned beer', 'brown bread'], 11]
[['rolls/buns', 'canned beer', 'shopping bags'], 32]
[['rolls/buns', 'sausage', 'brown bread'], 27]
[['rolls/buns', 'sausage', 'shopping bags'], 59]
[['rolls/buns', 'sausage', 'beverages'], 13]
[['rolls/buns', 'sausage', 'hamburger meat'], 16]
[['rolls/buns', 'sausage', 'hygiene articles'], 11]
[['rolls/buns', 'sausage', 'napkins'], 19]
[['rolls/buns', 'sausage', 'pork'], 19]
[['rolls/buns', 'sausage', 'berries'], 15]
[['rolls/buns', 'sausage', 'whipped/sour cream'], 24]
[['rolls/buns', 'sausage', 'dessert'], 12]
[['rolls/buns', 'sausage', 'domestic eggs'], 35]
[['rolls/buns', 'sausage', 'spread cheese'], 12]
