[['semi-finished bread'], 174, '->', ['citrus fruit'], 814, 0.13793103448275862]
[['yogurt', 'curd', 'pastry'], 32, '->', ['tropical fruit'], 1032, 0.34375]
[['curd', 'pastry'], 74, '->', ['tropical fruit', 'yogurt'], 288, 0.14864864864864866]
[['tropical fruit', 'curd', 'pastry'], 17, '->', ['yogurt'], 1372, 0.6470588235294118]
[['curd', 'pastry'], 74, '->', ['tropical fruit', 'yogurt'], 288, 0.14864864864864866]
[['tropical fruit', 'yogurt', 'pastry'], 46, '->', ['curd'], 524, 0.2391304347826087]
[['tropical fruit', 'yogurt', 'curd'], 52, '->', ['pastry'], 875, 0.21153846153846154]
[['yogurt', 'curd', 'root vegetables'], 46, '->', ['tropical fruit'], 1032, 0.391304347826087]
[['curd', 'root vegetables'], 107, '->', ['tropical fruit', 'yogurt'], 288, 0.16822429906542055]
[['tropical fruit', 'curd', 'root vegetables'], 31, '->', ['yogurt'], 1372, 0.5806451612903226]
[['curd', 'root vegetables'], 107, '->', ['tropical fruit', 'yogurt'], 288, 0.16822429906542055]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['curd'], 524, 0.225]
[['tropical fruit', 'yogurt', 'curd'], 52, '->', ['root vegetables'], 1072, 0.34615384615384615]
[['yogurt', 'curd'], 170, '->', ['tropical fruit', 'root vegetables'], 207, 0.10588235294117647]
[['yogurt', 'curd', 'sausage'], 35, '->', ['tropical fruit'], 1032, 0.34285714285714286]
[['curd', 'sausage'], 75, '->', ['tropical fruit', 'yogurt'], 288, 0.16]
[['tropical fruit', 'curd', 'sausage'], 21, '->', ['yogurt'], 1372, 0.5714285714285714]
[['curd', 'sausage'], 75, '->', ['tropical fruit', 'yogurt'], 288, 0.16]
[['tropical fruit', 'yogurt', 'sausage'], 46, '->', ['curd'], 524, 0.2608695652173913]
[['tropical fruit', 'yogurt', 'curd'], 52, '->', ['sausage'], 924, 0.23076923076923078]
[['yogurt', 'curd', 'whipped/sour cream'], 45, '->', ['tropical fruit'], 1032, 0.37777777777777777]
[['curd', 'whipped/sour cream'], 103, '->', ['tropical fruit', 'yogurt'], 288, 0.1650485436893204]
[['tropical fruit', 'curd', 'whipped/sour cream'], 28, '->', ['yogurt'], 1372, 0.6071428571428571]
[['curd', 'whipped/sour cream'], 103, '->', ['tropical fruit', 'yogurt'], 288, 0.1650485436893204]
[['tropical fruit', 'yogurt', 'whipped/sour cream'], 61, '->', ['curd'], 524, 0.2786885245901639]
[['tropical fruit', 'yogurt', 'curd'], 52, '->', ['whipped/sour cream'], 705, 0.3269230769230769]
[['yogurt', 'curd'], 170, '->', ['tropical fruit', 'whipped/sour cream'], 136, 0.1]
[['yogurt', 'curd', 'domestic eggs'], 27, '->', ['tropical fruit'], 1032, 0.4444444444444444]
[['curd', 'domestic eggs'], 64, '->', ['tropical fruit', 'yogurt'], 288, 0.1875]
[['tropical fruit', 'curd', 'domestic eggs'], 22, '->', ['yogurt'], 1372, 0.5454545454545454]
[['curd', 'domestic eggs'], 64, '->', ['tropical fruit', 'yogurt'], 288, 0.1875]
[['tropical fruit', 'yogurt', 'domestic eggs'], 42, '->', ['curd'], 524, 0.2857142857142857]
[['tropical fruit', 'yogurt', 'curd'], 52, '->', ['domestic eggs'], 624, 0.23076923076923078]
[['yogurt', 'beef', 'root vegetables'], 45, '->', ['tropical fruit'], 1032, 0.28888888888888886]
[['tropical fruit', 'beef', 'root vegetables'], 37, '->', ['yogurt'], 1372, 0.35135135135135137]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['beef'], 516, 0.1625]
[['tropical fruit', 'yogurt', 'beef'], 29, '->', ['root vegetables'], 1072, 0.4482758620689655]
[['yogurt', 'beef'], 115, '->', ['tropical fruit', 'root vegetables'], 207, 0.11304347826086956]
[['yogurt', 'frankfurter', 'root vegetables'], 32, '->', ['tropical fruit'], 1032, 0.40625]
[['frankfurter', 'root vegetables'], 100, '->', ['tropical fruit', 'yogurt'], 288, 0.13]
[['tropical fruit', 'frankfurter', 'root vegetables'], 27, '->', ['yogurt'], 1372, 0.48148148148148145]
[['frankfurter', 'root vegetables'], 100, '->', ['tropical fruit', 'yogurt'], 288, 0.13]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['frankfurter'], 580, 0.1625]
[['tropical fruit', 'yogurt', 'frankfurter'], 29, '->', ['root vegetables'], 1072, 0.4482758620689655]
[['yogurt', 'frankfurter'], 110, '->', ['tropical fruit', 'root vegetables'], 207, 0.11818181818181818]
[['yogurt', 'frankfurter', 'whipped/sour cream'], 23, '->', ['tropical fruit'], 1032, 0.5652173913043478]
[['frankfurter', 'whipped/sour cream'], 61, '->', ['tropical fruit', 'yogurt'], 288, 0.21311475409836064]
[['tropical fruit', 'frankfurter', 'whipped/sour cream'], 22, '->', ['yogurt'], 1372, 0.5909090909090909]
[['frankfurter', 'whipped/sour cream'], 61, '->', ['tropical fruit', 'yogurt'], 288, 0.21311475409836064]
[['tropical fruit', 'yogurt', 'whipped/sour cream'], 61, '->', ['frankfurter'], 580, 0.21311475409836064]
[['tropical fruit', 'yogurt', 'frankfurter'], 29, '->', ['whipped/sour cream'], 705, 0.4482758620689655]
[['yogurt', 'frankfurter'], 110, '->', ['tropical fruit', 'whipped/sour cream'], 136, 0.11818181818181818]
[['yogurt', 'soda', 'fruit/vegetable juice'], 50, '->', ['tropical fruit'], 1032, 0.26]
[['tropical fruit', 'soda', 'fruit/vegetable juice'], 33, '->', ['yogurt'], 1372, 0.3939393939393939]
[['tropical fruit', 'yogurt', 'fruit/vegetable juice'], 48, '->', ['soda'], 1715, 0.2708333333333333]
[['tropical fruit', 'yogurt', 'soda'], 65, '->', ['fruit/vegetable juice'], 711, 0.2]
[['yogurt', 'soda', 'newspapers'], 42, '->', ['tropical fruit'], 1032, 0.30952380952380953]
[['tropical fruit', 'soda', 'newspapers'], 25, '->', ['yogurt'], 1372, 0.52]
[['tropical fruit', 'yogurt', 'newspapers'], 42, '->', ['soda'], 1715, 0.30952380952380953]
[['tropical fruit', 'yogurt', 'soda'], 65, '->', ['newspapers'], 785, 0.2]
[['yogurt', 'soda', 'root vegetables'], 47, '->', ['tropical fruit'], 1032, 0.2553191489361702]
[['tropical fruit', 'soda', 'root vegetables'], 37, '->', ['yogurt'], 1372, 0.32432432432432434]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['soda'], 1715, 0.15]
[['tropical fruit', 'yogurt', 'soda'], 65, '->', ['root vegetables'], 1072, 0.18461538461538463]
[['yogurt', 'soda', 'candy'], 21, '->', ['tropical fruit'], 1032, 0.5238095238095238]
[['soda', 'candy'], 85, '->', ['tropical fruit', 'yogurt'], 288, 0.12941176470588237]
[['tropical fruit', 'soda', 'candy'], 17, '->', ['yogurt'], 1372, 0.6470588235294118]
[['soda', 'candy'], 85, '->', ['tropical fruit', 'yogurt'], 288, 0.12941176470588237]
[['tropical fruit', 'yogurt', 'candy'], 23, '->', ['soda'], 1715, 0.4782608695652174]
[['yogurt', 'candy'], 54, '->', ['tropical fruit', 'soda'], 205, 0.2037037037037037]
[['tropical fruit', 'yogurt', 'soda'], 65, '->', ['candy'], 294, 0.16923076923076924]
[['yogurt', 'soda', 'shopping bags'], 42, '->', ['tropical fruit'], 1032, 0.2619047619047619]
[['tropical fruit', 'soda', 'shopping bags'], 36, '->', ['yogurt'], 1372, 0.3055555555555556]
[['tropical fruit', 'yogurt', 'shopping bags'], 33, '->', ['soda'], 1715, 0.3333333333333333]
[['tropical fruit', 'yogurt', 'soda'], 65, '->', ['shopping bags'], 969, 0.16923076923076924]
[['yogurt', 'soda', 'whipped/sour cream'], 40, '->', ['tropical fruit'], 1032, 0.35]
[['soda', 'whipped/sour cream'], 114, '->', ['tropical fruit', 'yogurt'], 288, 0.12280701754385964]
[['tropical fruit', 'soda', 'whipped/sour cream'], 27, '->', ['yogurt'], 1372, 0.5185185185185185]
[['soda', 'whipped/sour cream'], 114, '->', ['tropical fruit', 'yogurt'], 288, 0.12280701754385964]
[['tropical fruit', 'yogurt', 'whipped/sour cream'], 61, '->', ['soda'], 1715, 0.22950819672131148]
[['tropical fruit', 'yogurt', 'soda'], 65, '->', ['whipped/sour cream'], 705, 0.2153846153846154]
[['yogurt', 'fruit/vegetable juice', 'root vegetables'], 34, '->', ['tropical fruit'], 1032, 0.38235294117647056]
[['fruit/vegetable juice', 'root vegetables'], 118, '->', ['tropical fruit', 'yogurt'], 288, 0.11016949152542373]
[['tropical fruit', 'fruit/vegetable juice', 'root vegetables'], 32, '->', ['yogurt'], 1372, 0.40625]
[['fruit/vegetable juice', 'root vegetables'], 118, '->', ['tropical fruit', 'yogurt'], 288, 0.11016949152542373]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['fruit/vegetable juice'], 711, 0.1625]
[['tropical fruit', 'yogurt', 'fruit/vegetable juice'], 48, '->', ['root vegetables'], 1072, 0.2708333333333333]
[['yogurt', 'fruit/vegetable juice', 'whipped/sour cream'], 38, '->', ['tropical fruit'], 1032, 0.3157894736842105]
[['fruit/vegetable juice', 'whipped/sour cream'], 89, '->', ['tropical fruit', 'yogurt'], 288, 0.1348314606741573]
[['tropical fruit', 'fruit/vegetable juice', 'whipped/sour cream'], 21, '->', ['yogurt'], 1372, 0.5714285714285714]
[['fruit/vegetable juice', 'whipped/sour cream'], 89, '->', ['tropical fruit', 'yogurt'], 288, 0.1348314606741573]
[['tropical fruit', 'yogurt', 'whipped/sour cream'], 61, '->', ['fruit/vegetable juice'], 711, 0.19672131147540983]
[['tropical fruit', 'yogurt', 'fruit/vegetable juice'], 48, '->', ['whipped/sour cream'], 705, 0.25]
[['yogurt', 'newspapers', 'root vegetables'], 33, '->', ['tropical fruit'], 1032, 0.5151515151515151]
[['newspapers', 'root vegetables'], 113, '->', ['tropical fruit', 'yogurt'], 288, 0.1504424778761062]
[['tropical fruit', 'newspapers', 'root vegetables'], 32, '->', ['yogurt'], 1372, 0.53125]
[['newspapers', 'root vegetables'], 113, '->', ['tropical fruit', 'yogurt'], 288, 0.1504424778761062]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['newspapers'], 785, 0.2125]
[['tropical fruit', 'yogurt', 'newspapers'], 42, '->', ['root vegetables'], 1072, 0.40476190476190477]
[['yogurt', 'newspapers'], 151, '->', ['tropical fruit', 'root vegetables'], 207, 0.11258278145695365]
[['yogurt', 'newspapers', 'sausage'], 28, '->', ['tropical fruit'], 1032, 0.39285714285714285]
[['newspapers', 'sausage'], 79, '->', ['tropical fruit', 'yogurt'], 288, 0.13924050632911392]
[['tropical fruit', 'newspapers', 'sausage'], 19, '->', ['yogurt'], 1372, 0.5789473684210527]
[['newspapers', 'sausage'], 79, '->', ['tropical fruit', 'yogurt'], 288, 0.13924050632911392]
[['tropical fruit', 'yogurt', 'sausage'], 46, '->', ['newspapers'], 785, 0.2391304347826087]
[['tropical fruit', 'yogurt', 'newspapers'], 42, '->', ['sausage'], 924, 0.2619047619047619]
[['yogurt', 'pastry', 'root vegetables'], 37, '->', ['tropical fruit'], 1032, 0.2972972972972973]
[['pastry', 'root vegetables'], 108, '->', ['tropical fruit', 'yogurt'], 288, 0.10185185185185185]
[['tropical fruit', 'pastry', 'root vegetables'], 23, '->', ['yogurt'], 1372, 0.4782608695652174]
[['pastry', 'root vegetables'], 108, '->', ['tropical fruit', 'yogurt'], 288, 0.10185185185185185]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['pastry'], 875, 0.1375]
[['tropical fruit', 'yogurt', 'pastry'], 46, '->', ['root vegetables'], 1072, 0.2391304347826087]
[['yogurt', 'pastry', 'sausage'], 42, '->', ['tropical fruit'], 1032, 0.2619047619047619]
[['tropical fruit', 'pastry', 'sausage'], 29, '->', ['yogurt'], 1372, 0.3793103448275862]
[['tropical fruit', 'yogurt', 'sausage'], 46, '->', ['pastry'], 875, 0.2391304347826087]
[['tropical fruit', 'yogurt', 'pastry'], 46, '->', ['sausage'], 924, 0.2391304347826087]
[['yogurt', 'pastry', 'whipped/sour cream'], 27, '->', ['tropical fruit'], 1032, 0.4074074074074074]
[['pastry', 'whipped/sour cream'], 74, '->', ['tropical fruit', 'yogurt'], 288, 0.14864864864864866]
[['tropical fruit', 'pastry', 'whipped/sour cream'], 18, '->', ['yogurt'], 1372, 0.6111111111111112]
[['pastry', 'whipped/sour cream'], 74, '->', ['tropical fruit', 'yogurt'], 288, 0.14864864864864866]
[['tropical fruit', 'yogurt', 'whipped/sour cream'], 61, '->', ['pastry'], 875, 0.18032786885245902]
[['tropical fruit', 'yogurt', 'pastry'], 46, '->', ['whipped/sour cream'], 705, 0.2391304347826087]
[['yogurt', 'root vegetables', 'sausage'], 51, '->', ['tropical fruit'], 1032, 0.3137254901960784]
[['root vegetables', 'sausage'], 147, '->', ['tropical fruit', 'yogurt'], 288, 0.10884353741496598]
[['tropical fruit', 'root vegetables', 'sausage'], 35, '->', ['yogurt'], 1372, 0.45714285714285713]
[['root vegetables', 'sausage'], 147, '->', ['tropical fruit', 'yogurt'], 288, 0.10884353741496598]
[['tropical fruit', 'yogurt', 'sausage'], 46, '->', ['root vegetables'], 1072, 0.34782608695652173]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['sausage'], 924, 0.2]
[['yogurt', 'root vegetables', 'brown bread'], 32, '->', ['tropical fruit'], 1032, 0.375]
[['root vegetables', 'brown bread'], 100, '->', ['tropical fruit', 'yogurt'], 288, 0.12]
[['tropical fruit', 'root vegetables', 'brown bread'], 26, '->', ['yogurt'], 1372, 0.46153846153846156]
[['root vegetables', 'brown bread'], 100, '->', ['tropical fruit', 'yogurt'], 288, 0.12]
[['tropical fruit', 'yogurt', 'brown bread'], 39, '->', ['root vegetables'], 1072, 0.3076923076923077]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['brown bread'], 638, 0.15]
[['yogurt', 'root vegetables', 'whipped/sour cream'], 63, '->', ['tropical fruit'], 1032, 0.36507936507936506]
[['root vegetables', 'whipped/sour cream'], 168, '->', ['tropical fruit', 'yogurt'], 288, 0.13690476190476192]
[['tropical fruit', 'root vegetables', 'whipped/sour cream'], 45, '->', ['yogurt'], 1372, 0.5111111111111111]
[['root vegetables', 'whipped/sour cream'], 168, '->', ['tropical fruit', 'yogurt'], 288, 0.13690476190476192]
[['tropical fruit', 'yogurt', 'whipped/sour cream'], 61, '->', ['root vegetables'], 1072, 0.3770491803278688]
[['yogurt', 'whipped/sour cream'], 204, '->', ['tropical fruit', 'root vegetables'], 207, 0.11274509803921569]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['whipped/sour cream'], 705, 0.2875]
[['yogurt', 'root vegetables', 'domestic eggs'], 36, '->', ['tropical fruit'], 1032, 0.5]
[['root vegetables', 'domestic eggs'], 141, '->', ['tropical fruit', 'yogurt'], 288, 0.1276595744680851]
[['tropical fruit', 'root vegetables', 'domestic eggs'], 35, '->', ['yogurt'], 1372, 0.5142857142857142]
[['root vegetables', 'domestic eggs'], 141, '->', ['tropical fruit', 'yogurt'], 288, 0.1276595744680851]
[['tropical fruit', 'yogurt', 'domestic eggs'], 42, '->', ['root vegetables'], 1072, 0.42857142857142855]
[['yogurt', 'domestic eggs'], 141, '->', ['tropical fruit', 'root vegetables'], 207, 0.1276595744680851]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['domestic eggs'], 624, 0.225]
[['yogurt', 'root vegetables', 'oil'], 19, '->', ['tropical fruit'], 1032, 0.5789473684210527]
[['root vegetables', 'oil'], 69, '->', ['tropical fruit', 'yogurt'], 288, 0.15942028985507245]
[['tropical fruit', 'root vegetables', 'oil'], 20, '->', ['yogurt'], 1372, 0.55]
[['root vegetables', 'oil'], 69, '->', ['tropical fruit', 'yogurt'], 288, 0.15942028985507245]
[['tropical fruit', 'yogurt', 'oil'], 19, '->', ['root vegetables'], 1072, 0.5789473684210527]
[['yogurt', 'oil'], 52, '->', ['tropical fruit', 'root vegetables'], 207, 0.21153846153846154]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['oil'], 276, 0.1375]
[['yogurt', 'root vegetables', 'frozen vegetables'], 25, '->', ['tropical fruit'], 1032, 0.44]
[['tropical fruit', 'root vegetables', 'frozen vegetables'], 30, '->', ['yogurt'], 1372, 0.36666666666666664]
[['tropical fruit', 'yogurt', 'frozen vegetables'], 33, '->', ['root vegetables'], 1072, 0.3333333333333333]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['frozen vegetables'], 473, 0.1375]
[['yogurt', 'root vegetables', 'sliced cheese'], 22, '->', ['tropical fruit'], 1032, 0.5454545454545454]
[['root vegetables', 'sliced cheese'], 55, '->', ['tropical fruit', 'yogurt'], 288, 0.21818181818181817]
[['tropical fruit', 'root vegetables', 'sliced cheese'], 20, '->', ['yogurt'], 1372, 0.6]
[['root vegetables', 'sliced cheese'], 55, '->', ['tropical fruit', 'yogurt'], 288, 0.21818181818181817]
[['tropical fruit', 'yogurt', 'sliced cheese'], 27, '->', ['root vegetables'], 1072, 0.4444444444444444]
[['yogurt', 'sliced cheese'], 79, '->', ['tropical fruit', 'root vegetables'], 207, 0.1518987341772152]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['sliced cheese'], 241, 0.15]
[['yogurt', 'whipped/sour cream', 'domestic eggs'], 35, '->', ['tropical fruit'], 1032, 0.34285714285714286]
[['whipped/sour cream', 'domestic eggs'], 98, '->', ['tropical fruit', 'yogurt'], 288, 0.12244897959183673]
[['tropical fruit', 'whipped/sour cream', 'domestic eggs'], 20, '->', ['yogurt'], 1372, 0.6]
[['whipped/sour cream', 'domestic eggs'], 98, '->', ['tropical fruit', 'yogurt'], 288, 0.12244897959183673]
[['tropical fruit', 'yogurt', 'domestic eggs'], 42, '->', ['whipped/sour cream'], 705, 0.2857142857142857]
[['tropical fruit', 'yogurt', 'whipped/sour cream'], 61, '->', ['domestic eggs'], 624, 0.19672131147540983]
[['coffee', 'whole milk', 'other vegetables'], 63, '->', ['tropical fruit'], 1032, 0.1746031746031746]
[['tropical fruit', 'coffee', 'other vegetables'], 26, '->', ['whole milk'], 2513, 0.4230769230769231]
[['tropical fruit', 'coffee', 'whole milk'], 27, '->', ['other vegetables'], 1903, 0.4074074074074074]
[['coffee', 'whole milk', 'root vegetables'], 39, '->', ['tropical fruit'], 1032, 0.3076923076923077]
[['tropical fruit', 'whole milk', 'root vegetables'], 118, '->', ['coffee'], 571, 0.1016949152542373]
[['tropical fruit', 'coffee', 'root vegetables'], 18, '->', ['whole milk'], 2513, 0.6666666666666666]
[['coffee', 'root vegetables'], 72, '->', ['tropical fruit', 'whole milk'], 416, 0.16666666666666666]
[['tropical fruit', 'coffee', 'whole milk'], 27, '->', ['root vegetables'], 1072, 0.4444444444444444]
[['coffee', 'other vegetables', 'root vegetables'], 34, '->', ['tropical fruit'], 1032, 0.3235294117647059]
[['tropical fruit', 'coffee', 'root vegetables'], 18, '->', ['other vegetables'], 1903, 0.6111111111111112]
[['coffee', 'root vegetables'], 72, '->', ['tropical fruit', 'other vegetables'], 353, 0.1527777777777778]
[['tropical fruit', 'coffee', 'other vegetables'], 26, '->', ['root vegetables'], 1072, 0.4230769230769231]
[['whole milk', 'pip fruit', 'other vegetables'], 133, '->', ['tropical fruit'], 1032, 0.3533834586466165]
[['pip fruit', 'other vegetables'], 257, '->', ['tropical fruit', 'whole milk'], 416, 0.1828793774319066]
[['tropical fruit', 'pip fruit', 'other vegetables'], 93, '->', ['whole milk'], 2513, 0.5053763440860215]
[['pip fruit', 'other vegetables'], 257, '->', ['tropical fruit', 'whole milk'], 416, 0.1828793774319066]
[['tropical fruit', 'whole milk', 'other vegetables'], 168, '->', ['pip fruit'], 744, 0.27976190476190477]
[['tropical fruit', 'whole milk', 'pip fruit'], 83, '->', ['other vegetables'], 1903, 0.5662650602409639]
[['whole milk', 'pip fruit'], 296, '->', ['tropical fruit', 'other vegetables'], 353, 0.15878378378378377]
[['whole milk', 'pip fruit', 'butter'], 44, '->', ['tropical fruit'], 1032, 0.25]
[['pip fruit', 'butter'], 72, '->', ['tropical fruit', 'whole milk'], 416, 0.1527777777777778]
[['tropical fruit', 'pip fruit', 'butter'], 17, '->', ['whole milk'], 2513, 0.6470588235294118]
[['pip fruit', 'butter'], 72, '->', ['tropical fruit', 'whole milk'], 416, 0.1527777777777778]
[['tropical fruit', 'whole milk', 'butter'], 61, '->', ['pip fruit'], 744, 0.18032786885245902]
[['tropical fruit', 'whole milk', 'pip fruit'], 83, '->', ['butter'], 545, 0.13253012048192772]
[['whole milk', 'pip fruit', 'rolls/buns'], 61, '->', ['tropical fruit'], 1032, 0.3114754098360656]
[['pip fruit', 'rolls/buns'], 137, '->', ['tropical fruit', 'whole milk'], 416, 0.1386861313868613]
[['tropical fruit', 'pip fruit', 'rolls/buns'], 44, '->', ['whole milk'], 2513, 0.4318181818181818]
